<DTYYYYMMDD>,<TICKER>,<NAME>,<CLOSE>,<HIGH>,<LOW>,<OPEN>,<VOL>
20140122,601799,星宇股份,15.17,15.3,14.65,14.8,3215707
20140122,601800,中国交建,3.89,3.9,3.8,3.82,11991239
20140122,601801,皖新传媒,11.84,11.88,11.38,11.43,8017878
20140122,601808,中海油服,22.27,22.45,21.26,21.26,13419543
20140122,601818,光大银行,2.51,2.53,2.48,2.48,131314166
20140122,601857,中国石油,7.69,7.7,7.61,7.63,14670507
20140122,601866,中海集运,2.26,2.27,2.2,2.2,15385155
20140122,601872,招商轮船,2.26,2.26,2.2,2.21,4675585
20140122,601877,正泰电器,24.04,24.05,23.3,23.31,2449585
20140122,601880,大连港,2.47,2.47,2.41,2.41,5399191
20140122,601886,江河创建,7.19,7.25,6.92,7.08,8873502
20140122,601888,中国国旅,34.86,35.05,34.5,34.5,3853528
20140122,601890,亚星锚链,6.67,6.7,6.43,6.49,2478630
20140122,601898,中煤能源,4.41,4.42,4.33,4.34,6400368
20140122,601899,紫金矿业,2.25,2.25,2.21,2.21,38418404
20140122,601901,方正证券,5.7,5.75,5.55,5.55,83158010
20140122,601908,京运通,8.14,8.17,7.89,7.89,5538886
20140122,601918,国投新集,3.43,3.44,3.32,3.32,17422669
20140122,601919,*ST远洋,3.14,3.15,3.06,3.07,6127687
20140122,601928,凤凰传媒,9.96,10.11,9.6,9.63,33305839
20140122,601929,吉视传媒,8.76,8.82,8.61,8.66,13502329
20140122,601933,永辉超市,15.11,15.38,14.96,15.05,8808066
20140122,601939,建设银行,3.96,3.96,3.92,3.92,26489098
20140122,601958,金钼股份,6.59,6.59,6.43,6.48,3767866
20140122,601965,中国汽研,14.22,14.22,13.31,13.38,11728749
20140122,601988,中国银行,2.51,2.51,2.47,2.47,52102926
20140122,601989,中国重工,5.22,5.35,4.83,4.85,195719064
20140122,601991,大唐发电,3.96,3.97,3.86,3.88,6226731
20140122,601992,金隅股份,5.94,5.97,5.77,5.88,17401039
20140122,601996,丰林集团,6.84,6.88,6.67,6.7,6448639
20140122,601998,中信银行,3.67,3.68,3.6,3.61,13923635
20140122,601999,出版传媒,6.65,6.67,6.47,6.49,6629367
20140122,603000,人民网,91.84,93.2,88.16,88.88,5137163
20140122,603001,奥康国际,13.58,13.68,13.27,13.27,1885609
20140122,603002,宏昌电子,6.48,6.48,6.33,6.39,4675200
20140122,603003,龙宇燃油,9.69,9.75,9.34,9.45,2722595
20140122,603008,喜临门,9.63,9.67,8.92,9.05,4155224
20140122,603077,和邦股份,12.65,12.86,12.36,12.43,2502940
20140122,603123,翠微股份,8.57,8.6,8.29,8.35,5022511
20140122,603128,华贸物流,11.2,11.49,10.55,10.65,18436390
20140122,603167,渤海轮渡,7.62,7.65,7.42,7.42,1953990
20140122,603308,应流股份,11.1,11.92,9.94,9.94,49688059
20140122,603333,明星电缆,5.08,5.25,4.8,4.85,37512201
20140122,603366,日出东方,13.98,14.05,13.56,13.6,2336056
20140122,603399,新华龙,11.29,11.34,11.08,11.09,2698377
20140122,603699,纽威股份,21.88,22.45,21.28,21.3,20460882
20140122,603766,隆鑫通用,9.52,9.54,9.3,9.37,6820858
20140122,603993,洛阳钼业,5.96,5.97,5.82,5.85,4104532
