600512,20021226,TDJS-腾达建设
600513,20030319,LHYY-联环药业
600515,20020806,HDJS-海岛建设
600516,20020830,FDTS-方大炭素
600517,20031010,ZXDQ-置信电气
600518,20010319,KMYY-康美药业
600519,20010827,GZMT-贵州茅台
600520,20020108,ZFKJ-中发科技
600521,20030304,HHYY-华海药业
600522,20021024,ZTKJ-中天科技
600523,20011227,GHGF-贵航股份
600525,20021202,CYJT-长园集团
600526,20020722,FDHB-菲达环保
600527,20031127,JNGX-江南高纤
600528,20010528,ZTEJ-中铁二局
600529,20020603,SDYB-山东药玻
600530,20010702,JDAL-交大昂立
600531,20020730,YGJQ-豫光金铅
600532,20021031,HDKY-宏达矿业
600533,20020328,QXJS-栖霞建设
600535,20020823,TSL -天士力  
600536,20020517,ZGRJ-中国软件
600537,20030123,YJGD-亿晶光电
600538,20030114,*STG-*ST国发 
600539,20010824,STST-ST狮头  
600540,20040107,XSGF-新赛股份
600543,20040324,MGGF-莫高股份
600545,20031203,XJCJ-新疆城建
600546,20030731,SMGJ-山煤国际
600547,20030828,SDHJ-山东黄金
600548,20011225,SGS -深高速  
600549,20021107,XMWY-厦门钨业
600550,20010228,TWBB-天威保变
600551,20020905,SDCB-时代出版
600552,20021108,FXKJ-方兴科技
600555,19990118,*STJ-*ST九龙 
600556,20010807,*STB-*ST北生 
600557,20020918,KYYY-康缘药业
600558,20010227,DXY -大西洋  
600559,20021029,LBGJ-老白干酒
600560,20020919,JZTZ-金自天正
600561,20020716,JXCY-江西长运
600562,20030128,GRKJ-国睿科技
600563,20021210,FLDZ-法拉电子
600565,20020723,DMGF-迪马股份
600566,20010822,HCGF-洪城股份
600567,20011218,SYZY-山鹰纸业
600568,20010518,ZZKG-中珠控股
600569,20010820,AYGT-安阳钢铁
600570,20031216,HSDZ-恒生电子
600571,20021101,XYD -信雅达  
600572,20040412,KEB -康恩贝  
600573,20030226,HQPJ-惠泉啤酒
600575,20030328,WHG -芜湖港  
600576,20030220,WHWJ-万好万家
600577,20020911,JDGF-精达股份
600578,20020510,JNRD-京能热电
600579,20020809,*STH-*ST黄海 
600580,20020606,WLDQ-卧龙电气
600581,20020816,BYGT-八一钢铁
600582,20020515,TDKJ-天地科技
600583,20020205,HYGC-海油工程
600584,20030603,CDKJ-长电科技
600585,20020207,HLSN-海螺水泥
600586,20020815,JJKJ-金晶科技
600587,20020927,XHYL-新华医疗
600588,20010518,YYRJ-用友软件
600589,20010612,GDRT-广东榕泰
600590,20020703,THKJ-泰豪科技
600592,20020805,LXGF-龙溪股份
600593,20020711,DLSY-大连圣亚
600594,20040323,YBZY-益佰制药
600595,20020626,ZFSY-中孚实业
600596,20010906,XAGF-新安股份
600597,20020828,GMRY-光明乳业
600598,20020329,BDH -北大荒  
600599,20010828,XMYH-熊猫烟花
600600,19930827,QDPJ-青岛啤酒
600601,19901219,FZKJ-方正科技
600602,19901219,YDDZ-仪电电子
600603,19920113,*STX-*ST兴业 
600604,19920327,SBGX-市北高新
600605,19920327,HTNY-汇通能源
600606,19920327,JFTZ-金丰投资
600608,19920327,SHKJ-上海科技
600609,19920724,JBQC-金杯汽车
600610,19920728,SZFJ-S中纺机 
600611,19920722,DZJT-大众交通
600612,19920728,LFX -老凤祥  
600613,19920722,YSTZ-永生投资
600614,19920728,DLGF-鼎立股份
600615,19920910,FHGF-丰华股份
600616,19920929,JFJY-金枫酒业
600617,19921013,*STL-*ST联华 
600618,19920820,LJHG-氯碱化工
600619,19921116,HLGF-海立股份
600620,19921117,TCGF-天宸股份
600621,19921202,HXGF-华鑫股份
600622,19921203,JBJT-嘉宝集团
600623,19920828,SQGF-双钱股份
600624,19930105,FDFH-复旦复华
600626,19930107,SDGF-申达股份
600628,19930119,XSJ -新世界  
600629,19930209,LGSY-棱光实业
600630,19930209,LTGF-龙头股份
600633,19930304,ZBCM-浙报传媒
600634,19930304,STCH-ST澄海  
600635,19930304,DZGY-大众公用
600636,19930316,SAF -三爱富  
600637,19930316,BST -百视通  
600638,19930326,XHP -新黄浦  
600639,19930326,PDJQ-浦东金桥
600640,19930407,HBKG-号百控股
600641,19930407,WYQY-万业企业
600642,19930416,SNGF-申能股份
600643,19930426,AJGF-爱建股份
600644,19930426,LSDL-乐山电力
600645,19930504,ZYXH-中源协和
600647,19930504,TDCY-同达创业
600648,19930504,WGQ -外高桥  
600649,19930518,CTKG-城投控股
600650,19930607,JJTZ-锦江投资
600651,19901219,FLYX-飞乐音响
600652,19901219,ASGF-爱使股份
600653,19901219,SHKG-申华控股
600654,19901219,FLGF-飞乐股份
600655,19920902,YYSC-豫园商城
600656,19901219,BYTZ-博元投资
600657,19930524,XDDC-信达地产
600658,19930524,DZC -电子城  
600660,19930610,FYBL-福耀玻璃
600661,19930614,XNY -新南洋  
600662,19930614,QSKG-强生控股
600663,19930628,LJZ -陆家嘴  
600664,19930629,HYGF-哈药股份
600665,19930709,TDY -天地源  
600666,19930712,XNYY-西南药业
600667,19930728,TJSY-太极实业
600668,19930728,JFJT-尖峰集团
600671,19930823,TMYY-天目药业
600673,19930917,DYGL-东阳光铝
600674,19930924,CTNY-川投能源
600675,19930924,ZHQY-中华企业
600676,19930928,JYGF-交运股份
600677,19930928,HTTX-航天通信
600678,19931008,SCJD-四川金顶
600679,19931008,JSKF-金山开发
600680,19931018,SHPT-上海普天
600681,19931018,WHJT-万鸿集团
600682,19931018,NJXB-南京新百
600683,19931025,JTYT-京投银泰
600684,19931028,ZJSY-珠江实业
600685,19931028,GCGJ-广船国际
600686,19931108,JLQC-金龙汽车
600687,19931108,GTKG-刚泰控股
600688,19931108,SHSH-上海石化
600689,19931108,SHSM-上海三毛
600690,19931119,QDHE-青岛海尔
600691,19931119,YMHG-阳煤化工
600692,19931119,YTGF-亚通股份
600693,19931122,DBJT-东百集团
600694,19931122,DSGF-大商股份
600695,19931122,DJGF-大江股份
600696,19931206,DLGF-多伦股份
600697,19931206,OYJT-欧亚集团
600698,19931206,STQQ-ST轻骑  
600699,19931206,JSDZ-均胜电子
600701,19960528,GDGX-工大高新
600702,19960524,TPSD-沱牌舍得
600703,19960528,SAGD-三安光电
600704,19960606,WCZD-物产中大
600705,19960516,ZHTZ-中航投资
600706,19960516,QJWL-曲江文旅
600707,19960520,*STC-*ST彩虹 
600708,19960606,HBGF-海博股份
600710,19960701,CLGF-常林股份
600711,19960531,STKY-盛屯矿业
600712,19960626,NNBH-南宁百货
600713,19960701,NJYY-南京医药
600714,19960606,JRKY-金瑞矿业
600715,19960701,SLQC-松辽汽车
600716,19960702,FHGF-凤凰股份
600717,19960614,TJG -天津港  
600718,19960618,DRJT-东软集团
600719,19960716,DLRD-大连热电
600720,19960716,QLS -祁连山  
600721,19960626,BHC -百花村  
600722,19960626,JNHG-金牛化工
600723,19960716,SSGF-首商股份
600724,19960716,NBFD-宁波富达
600725,19960702,YWGF-云维股份
600726,19960422,HDNY-华电能源
600727,19960702,LBHG-鲁北化工
600728,19960716,JDXT-佳都新太
600729,19960702,ZQBH-重庆百货
600730,19960726,ZGGK-中国高科
600731,19960802,HNHL-湖南海利
600732,19960816,SHXM-上海新梅
600733,19960816,SQF -S前锋   
600734,19960808,SDJT-实达集团
600735,19960726,XHJ -新华锦  
600736,19960815,SZGX-苏州高新
600737,19960731,ZLTH-中粮屯河
600738,19960802,LZMB-兰州民百
600739,19960819,LNCD-辽宁成大
600740,19960808,SXJH-山西焦化
600741,19960826,HYQC-华域汽车
600742,19960826,YQFW-一汽富维
600743,19960909,HYDC-华远地产
600744,19960905,HYDL-华银电力
600745,19960828,ZYGF-中茵股份
600746,19960918,JSSP-江苏索普
600747,19960916,DLKG-大连控股
600748,19960925,SSFZ-上实发展
600749,19961015,XCLY-西藏旅游
600750,19960923,JZYY-江中药业
600751,19960430,TJHY-天津海运
600753,19960927,DFYX-东方银星
600754,19941215,JJGF-锦江股份
600755,19961003,XMGM-厦门国贸
600756,19960923,LCRJ-浪潮软件
600757,19961003,CJCM-长江传媒
600758,19961029,HYNY-红阳能源
600759,19961008,ZHGF-正和股份
600760,19961011,*STH-*ST黑豹 
600761,19961009,AHHL-安徽合力
600763,19961030,TCYL-通策医疗
600764,19961104,ZDGT-中电广通
600765,19961106,ZHZJ-中航重机
600766,19961028,YCHJ-园城黄金
600767,19961115,YSSY-运盛实业
600768,19961111,NBFB-宁波富邦
600769,19961101,*STX-*ST祥龙 
600770,19961120,ZYGF-综艺股份
600771,19961105,GYY -广誉远  
600773,19961108,XCCT-西藏城投
600774,19961108,HSJT-汉商集团
600775,19961118,NJXM-南京熊猫
600776,19960809,DFTX-东方通信
600777,19961121,XCSY-新潮实业
600778,19961203,YHJT-友好集团
600779,19961206,SJF -水井坊  
600780,19961205,TBNY-通宝能源
600781,19961218,SHFR-上海辅仁
600782,19961225,XGGF-新钢股份
600783,19961225,LXCT-鲁信创投
600784,19961225,LYTZ-鲁银投资
600785,19970108,XHBH-新华百货
600787,19970121,ZCGF-中储股份
600789,19970226,LKYY-鲁抗医药
600790,19970228,QFC -轻纺城  
600791,19970130,JNZY-京能置业
600792,19970123,YMNY-云煤能源
600793,19970220,STYZ-ST宜纸  
600794,19970306,BSKJ-保税科技
600795,19970318,GDDL-国电电力
600796,19970408,QJSH-钱江生化
600797,19970418,ZDWX-浙大网新
600798,19970423,NBHY-宁波海运
600800,19931206,TJCK-天津磁卡
600801,19940103,HXSN-华新水泥
600802,19940103,FJSN-福建水泥
600803,19940103,WYSH-威远生化
600804,19940103,PBS -鹏博士  
600805,19940103,YDTZ-悦达投资
600806,19940103,KMJC-昆明机床
600807,19940103,TYGF-天业股份
600808,19940106,MGGF-马钢股份
600809,19940106,SXFJ-山西汾酒
600810,19940106,SMGF-神马股份
600811,19940106,DFJT-东方集团
600812,19940114,HBZY-华北制药
600814,19940114,HZJB-杭州解百
600815,19940128,XGGF-厦工股份
600816,19940128,AXXT-安信信托
600817,19940128,STHS-ST宏盛  
600818,19931115,ZLGF-中路股份
600819,19931210,YPBL-耀皮玻璃
600820,19940128,SDGF-隧道股份
600821,19940128,JQY -津劝业  
600822,19940204,SHWM-上海物贸
600823,19940204,SMGF-世茂股份
600824,19940204,YMJT-益民集团
600825,19940204,XHCM-新华传媒
600826,19940204,LSGF-兰生股份
600827,19940105,YYGF-友谊股份
600828,19940224,CSJT-成商集团
600829,19940224,SJZY-三精制药
600830,19940224,XYRT-香溢融通
600831,19940224,GDWL-广电网络
600832,19940224,DFMZ-东方明珠
600833,19940224,DYYY-第一医药
600834,19940224,STDT-申通地铁
600835,19940131,SHJD-上海机电
600836,19940224,JLSY-界龙实业
600837,19940224,HTZQ-海通证券
600838,19940224,SHJB-上海九百
600839,19940311,SCCH-四川长虹
600841,19931228,SCGF-上柴股份
600843,19940118,SGSB-上工申贝
600844,19931228,DHKJ-丹化科技
600845,19940311,BXRJ-宝信软件
600846,19940311,TJKJ-同济科技
600847,19940324,WLGF-万里股份
600848,19940324,ZYGF-自仪股份
600850,19940324,HDDN-华东电脑
600851,19931208,HXGF-海欣股份
600853,19940404,LJGF-龙建股份
600854,19940425,CLGF-春兰股份
600855,19940425,HTCF-航天长峰
600856,19940425,CBJT-长百集团
600857,19940425,GDSC-工大首创
600858,19940506,YZGF-银座股份
600859,19940506,WFJ -王府井  
600860,19940506,BRGF-北人股份
600861,19940520,BJCX-北京城乡
600862,19940520,NTKJ-南通科技
600863,19940520,NMHD-内蒙华电
600864,19940809,HTGF-哈投股份
600865,19940809,BDJT-百大集团
600866,19940818,XHKJ-星湖科技
600867,19940824,THDB-通化东宝
600868,19940912,MYJX-梅雁吉祥
600869,19950206,SPYY-三普药业
600870,19950228,XHDZ-厦华电子
600871,19950411,YZHX-仪征化纤
600872,19950124,ZJGX-中炬高新
600873,19950217,MHJT-梅花集团
600874,19950630,CYHB-创业环保
600875,19951010,DFDQ-东方电气
600876,19951031,LYBL-洛阳玻璃
600877,19951013,ZGJL-中国嘉陵
600879,19951115,HTDZ-航天电子
600880,19951115,BRCB-博瑞传播
600881,19951115,YTJT-亚泰集团
600882,19951206,HLKY-华联矿业
600883,19951208,BWKJ-博闻科技
600884,19960130,SSGF-杉杉股份
600885,19960205,HFGF-宏发股份
600886,19960118,GTDL-国投电力
600887,19960312,YLGF-伊利股份
600888,19960215,XJZH-新疆众和
600889,19960308,NJHX-南京化纤
600890,19960318,ZFGF-中房股份
600891,19960325,QLJT-秋林集团
600892,19960315,BCGF-宝诚股份
600893,19960408,HKDL-航空动力
600894,19960328,GRGF-广日股份
600895,19960422,ZJGK-张江高科
600896,19960503,ZHHS-中海海盛
600897,19960531,XMKG-厦门空港
600898,19960418,SLSS-三联商社
600900,20031118,CJDL-长江电力
600960,20040407,BHHS-渤海活塞
600961,20040830,*STZ-*ST株冶 
600962,20040622,GTZL-国投中鲁
600963,20040525,YYLZ-岳阳林纸
